DOI,Title,Authors,Journal/Book,Publication Year,Create Date,Article Type,Language,Abstract
10.2196/34889,A Digital Mental Health Intervention in an Orthopedic Setting for Patients With Symptoms of Depression and/or Anxiety: Feasibility Prospective Cohort Study,"Leo AJ, Schuelke MJ, Hunt DM, Metzler JP, Miller JP, Areán PA, Armbrecht MA, Cheng AL.",JMIR Form Res,2022,2022.1.18,,,
10.1089/g4h.2014.0046,"Randomized Controlled Trial of SuperBetter, a Smartphone-Based/Internet-Based Self-Help Tool to Reduce Depressive Symptoms","Roepke AM, Jaffee SR, Riffle OM, McGonigal J, Broome R, Maxwell B.",Games Health J,2015,2015.7.17,,,
10.2196/46419,"The Role of Daily Steps in the Treatment of Major Depressive Disorder: Secondary Analysis of a Randomized Controlled Trial of a 6-Month Internet-Based, Mindfulness-Based Cognitive Behavioral Therapy Intervention for Youth","Dang K, Ritvo P, Katz J, Gratzer D, Knyahnytska Y, Ortiz A, Walters C, Attia M, Gonzalez-Torres C, Lustig A, Daskalakis Z.",Interact J Med Res,2023,2023.12.8,,,
10.1186/s12888-023-05007-0,Blended smartphone intervention for patients in opioid maintenance treatment in Iran: protocol for a randomized controlled trial,"Boumparis N, Noroozi A, Naghizadeh E, Meyer A, Wenger A, Rahimi-Movaghar A, Schaub MP.",BMC Psychiatry,2023,2023.7.18,,,
10.1080/10826084.2024.2369155,Individual Predictors of Response to A Behavioral Activation-Based Digital Smoking Cessation Intervention: A Machine Learning Approach,"Huang S, Wahlquist A, Dahne J.",Subst Use Misuse,2024,2024.6.20,,,
10.1186/1745-6215-13-62,Behavioral activation-based guided self-help treatment administered through a smartphone application: study protocol for a randomized controlled trial,"Ly KH, Carlbring P, Andersson G.",Trials,2012,2012.5.22,,,
10.2196/37270,Assessment and Disruption of Ruminative Episodes to Enhance Mobile Cognitive Behavioral Therapy Just-in-Time Adaptive Interventions in Clinical Depression: Pilot Randomized Controlled Trial,"Wang L, Miller L.",JMIR Form Res,2023,2023.1.5,,,
10.1371/journal.pdig.0000095,Efficacy of Intellect's self-guided anxiety and worry mobile health programme: A randomized controlled trial with an active control and a 2-week follow-up,"Kosasih FR, Yee VTS, Toh SHY, Sündermann O.",PLOS Digit Health,2023,2023.5.24,,,
10.2196/44742,Efficacy of a Brief Blended Cognitive Behavioral Therapy Program for the Treatment of Depression and Anxiety in University Students: Uncontrolled Intervention Study,"Atik E, Stricker J, Schückes M, Pittig A.",JMIR Ment Health,2023,2023.8.25,,,
10.1186/s13063-016-1740-3,Using a smartphone app to reduce cognitive vulnerability and mild depressive symptoms: Study protocol of an exploratory randomized controlled trial,"Giosan C, Mogoaşe C, Cobeanu O, Szentágotai Tătar A, Mureşan V, Boian R.",Trials,2016,2016.12.30,,,
10.2217/cer-2021-0004,Protocol for Digital Real-world Evidence trial for Adults with insomnia treated via Mobile (DREAM): an open-label trial of a prescription digital therapeutic for treating patients with chronic insomnia,"Thorndike FP, Berry RB, Gerwien R, Braun S, Maricich YA.",J Comp Eff Res,2021,2021.3.8,,,
10.1016/j.aucc.2020.02.010,Usability and acceptability of a mobile application prototype for a combined behavioural activation and physical rehabilitation intervention in acute respiratory failure survivors,"Parker AM, Nelliot A, Chessare CM, Malik AM, Koneru M, Hosey MM, Ozok AA, Lyons KD, Needham DM.",Aust Crit Care,2020,2020.4.29,,,
10.2196/30231,Effect of Sleep Disturbance Symptoms on Treatment Outcome in Blended Cognitive Behavioral Therapy for Depression (E-COMPARED Study): Secondary Analysis,"Jensen ES, Ladegaard N, Mellentin AI, Ebert DD, Titzler I, Araya R, Cerga Pashoja A, Hazo JB, Holtzmann J, Cieslak R, Smoktunowicz E, Baños R, Herrero R, García-Palacios A, Botella C, Berger T, Krieger T, Holmberg TT, Topooco N, Andersson G, van Straten A, Kemmeren L, Kleiboer A, Riper H, Mathiasen K.",J Med Internet Res,2022,2022.3.21,,,
10.1016/j.beth.2021.11.003,"A Pilot Randomized Controlled Trial of the Insomnia Coach Mobile App to Assess Its Feasibility, Acceptability, and Potential Efficacy","Kuhn E, Miller KE, Puran D, Wielgosz J, YorkWilliams SL, Owen JE, Jaworski BK, Hallenbeck HW, McCaslin SE, Taylor KL.",Behav Ther,2022,2022.4.27,,,
10.2196/40261,"A Conversational, Virtual, Avatar-Led Cognitive Behavioral Therapy App Intervention for Improving the Quality of Life and Mental Health of People With Epilepsy: Protocol for a Randomized Controlled Trial","Burbach F, Lecce F, Allen VME, Porter CM.",JMIR Res Protoc,2022,2022.11.21,,,
10.3390/jcm12185872,Efficacy of a Cognitive Behavioral Intervention for the Prevention of Depression in Nonprofessional Caregivers Administered through a Smartphone App: A Randomized Controlled Trial,"Vázquez FL, Blanco V, Hita I, Torres ÁJ, Otero P, Páramo M, Salmerón M.",J Clin Med,2023,2023.9.28,,,
10.2196/16525,Apps With Maps-Anxiety and Depression Mobile Apps With Evidence-Based Frameworks: Systematic Search of Major App Stores,"Marshall JM, Dunstan DA, Bartik W.",JMIR Ment Health,2020,2020.6.25,,,
10.2196/20424,A Smartphone-Based Self-management Intervention for Bipolar Disorder (LiveWell): User-Centered Development Approach,"Jonathan GK, Dopke CA, Michaels T, Bank A, Martin CR, Adhikari K, Krakauer RL, Ryan C, McBride A, Babington P, Frauenhofer E, Silver J, Capra C, Simon M, Begale M, Mohr DC, Goulding EH.",JMIR Ment Health,2021,2021.4.12,,,
10.3233/SHTI250119,Therapeutic Approaches in Reimbursable German Digital Health Applications (DiHA) for Depression,"Mielitz A, von Jan U, Albrecht UV.",Stud Health Technol Inform,2025,2025.4.9,,,
10.1016/j.brat.2022.104065,Lessons learned from designing an asynchronous remote community approach for behavioral activation intervention for teens,"Jenness JL, Bhattacharya A, Kientz JA, Munson SA, Nagar RR.",Behav Res Ther,2022,2022.3.6,,,
10.1002/pon.70003,Effects of Mobile Application-Based Cognitive Behavioral Therapy on Psychological Outcomes in Women Treated for Breast Cancer: A Randomized Controlled Pilot Trial in Germany,"Heinrich R, Schilling G, Wojtyna E, Arnold D, Geisler M, Kley S, Grudzinski P, Księżak M, Schoenfelder T.",Psychooncology,2024,2024.10.23,,,
10.1002/eat.23891,A pilot randomized controlled trial of a cognitive-behavioral therapy guided self-help mobile app for the post-acute treatment of anorexia nervosa: A registered report,"Fitzsimmons-Craft EE, Laboe AA, McGinnis C, Firebaugh ML, Shah J, Wallendorf M, Jacobi C, Bardone-Cone AM, Pike KM, Taylor CB, Wilfley DE.",Int J Eat Disord,2023,2023.1.7,,,
10.30773/pi.2023.0339,A Review of Current Digital Mental Health Care Applications for Anxiety Symptoms and Future Prospects,"Kwon H, Choi IY, Kim DJ, Yoo JH.",Psychiatry Investig,2024,2024.7.3,,,
10.1037/ser0000304,¡Aptívate!: A Spanish-language behavioral activation mobile application for delivery via primary care,"Dahne J, Collado A, Lejuez CW, Risco C, Diaz VA, Kustanowitz J, Zvolensky M, Carpenter MJ.",Psychol Serv,2019,2018.11.16,,,
10.1016/j.beth.2022.04.008,A Pilot Implementation-Effectiveness Trial of a Single-Session Telehealth Workshop and Smartphone-Based Cognitive Behavioral Intervention for Managing Emotions Among College Students,"Kleiman EM, Bentley KH, Wacha-Montes A, Taylor ME, Lozy O, Conti K, Reese Mayer W.",Behav Ther,2022,2022.8.20,,,
10.1016/j.cct.2023.107180,Efficacy of smartphone applications to help cancer patients quit smoking: Protocol of the Quit2Heal randomized controlled trial,"Bricker JB, Westmaas JL, Ostroff JS, Mull KE, Sullivan BM, Santiago-Torres M.",Contemp Clin Trials,2023,2023.4.11,,,
10.1016/j.beth.2017.05.004,Effectiveness of Web- and Mobile-Based Treatment of Subthreshold Depression With Adherence-Focused Guidance: A Single-Blind Randomized Controlled Trial,"Ebert DD, Buntrock C, Lehr D, Smit F, Riper H, Baumeister H, Cuijpers P, Berking M.",Behav Ther,2018,2018.2.7,,,
10.2147/PRBM.S511833,"Interaction Among Smartphone Addiction, Behavioral Inhibition/Activation Systems and Mental Health Factors Among Chinese Undergraduate Student: A Study Using Network Analysis","Zhang M, Wang X, Zhang B.",Psychol Res Behav Manag,2025,2025.4.28,,,
10.1186/s40359-024-02215-5,Effectiveness of digital modified behavioral activation treatment program for rural older adults with depressive symptoms in Western Hunan: study protocol for a multi-center randomized controlled trial,"Luo Y, Wang J, Gan G, Liu M, Lu Z, Jia S, Huang M, Wang S, Gan M, Xie J, Cheng ASK.",BMC Psychol,2024,2024.12.25,,,
10.1186/s43058-020-00072-y,A digital mental health intervention to reduce depressive symptoms among overseas Filipino workers: protocol for a pilot hybrid type 1 effectiveness-implementation randomized controlled trial,"Liem A, Garabiles MR, Pakingan KA, Chen W, Lam AIF, Burchert S, Hall BJ.",Implement Sci Commun,2020,2020.11.4,,,
10.2196/72892,Digital Mental Health Interventions for Young People Aged 16-25 Years: Scoping Review,"Potts C, Kealy C, McNulty JM, Madrid-Cagigal A, Wilson T, Mulvenna MD, O'Neill S, Donohoe G, Barry MM.",J Med Internet Res,2025,2025.5.9,,,
10.3389/fpsyg.2021.648087,"A Self-Compassion and Mindfulness-Based Cognitive Mobile Intervention (Serene) for Depression, Anxiety, and Stress: Promoting Adaptive Emotional Regulation and Wisdom","Al-Refae M, Al-Refae A, Munroe M, Sardella NA, Ferrari M.",Front Psychol,2021,2021.4.8,,,
10.2196/33550,"Development and Evaluation of the Usefulness, Usability, and Feasibility of iNNOV Breast Cancer: Mixed Methods Study","Mendes-Santos C, Nunes F, Weiderpass E, Santana R, Andersson G.",JMIR Cancer,2022,2022.2.15,,,
10.1155/da/2171041,Digital CBT-I in Comorbid Insomnia and Depression: Clinical Outcomes From a Pragmatic Randomized Controlled Trial,"Schuffelen J, Maurer LF, Gieselmann A.",Depress Anxiety,2025,2025.6.3,,,
10.1136/bmjopen-2021-053501,Mindfulness Living with Insomnia': an mHealth intervention for individuals with insomnia in China: a study protocol of a randomised controlled trial,"Pan C, Tie B, Yuwen W, Su X, Deng Y, Ma X, Wu Y, Liao Y, Kong L, Zhang Y, Li Z, Pan Q, Tang Q.",BMJ Open,2022,2022.2.16,,,
10.1016/j.jad.2022.11.024,Prognostic factors and effect modifiers for personalisation of internet-based cognitive behavioural therapy among university students with subthreshold depression: A secondary analysis of a factorial trial,"Toyomoto R, Sakata M, Yoshida K, Luo Y, Nakagami Y, Uwatoko T, Shimamoto T, Sahker E, Tajika A, Suga H, Ito H, Sumi M, Muto T, Ito M, Ichikawa H, Ikegawa M, Shiraishi N, Watanabe T, Watkins ER, Noma H, Horikoshi M, Iwami T, Furukawa TA.",J Affect Disord,2023,2022.11.15,,,
10.2196/29014,Comparing the Effectiveness of Education Versus Digital Cognitive Behavioral Therapy for Adults With Sickle Cell Disease: Protocol for the Cognitive Behavioral Therapy and Real-time Pain Management Intervention for Sickle Cell via Mobile Applications (CaRISMA) Study,"Badawy SM, Abebe KZ, Reichman CA, Checo G, Hamm ME, Stinson J, Lalloo C, Carroll P, Saraf SL, Gordeuk VR, Desai P, Shah N, Liles D, Trimnell C, Jonassaint CR.",JMIR Res Protoc,2021,2021.5.14,,,
10.1016/j.invent.2021.100374,Effect of an internet- and app-based stress intervention compared to online psychoeducation in university students with depressive symptoms: Results of a randomized controlled trial,"Harrer M, Apolinário-Hagen J, Fritsche L, Salewski C, Zarski AC, Lehr D, Baumeister H, Cuijpers P, Ebert DD.",Internet Interv,2021,2021.3.15,,,
10.1177/1357633X241273032,The efficacy of mobile applications for reducing depression in adolescents and young adults: A meta-analysis of randomized control trials,"Lee CJ, Bazan M, Wong J, Yoshida T, Jantarabenjakul W, Lin SY, Papatheodorou S.",J Telemed Telecare,2024,2024.9.19,,,
10.2196/44940,A Relational Agent Intervention for Adolescents Seeking Mental Health Treatment: Protocol for a Randomized Controlled Trial,"Chiauzzi E, Robinson A, Martin K, Petersen C, Wells N, Williams A, Gleason MM.",JMIR Res Protoc,2023,2023.3.3,,,
10.1186/s13063-022-06131-0,Effectiveness of a mobile app-based educational intervention to treat internet gaming disorder among Iranian adolescents: study protocol for a randomized controlled trial,"Pakpour AH, Fazeli S, Zeidi IM, Alimoradi Z, Georgsson M, Brostrom A, Potenza MN.",Trials,2022,2022.3.22,,,
10.2196/14146,Engagement and Usability of a Cognitive Behavioral Therapy Mobile App Compared With Web-Based Cognitive Behavioral Therapy Among College Students: Randomized Heuristic Trial,"Purkayastha S, Addepally SA, Bucher S.",JMIR Hum Factors,2020,2020.2.4,,,
10.1186/s13063-020-04778-1,Treating depression with a smartphone-delivered self-help cognitive behavioral therapy for insomnia: study protocol for a parallel group randomized controlled trial,"Hui VK, Wong CY, Ma EK, Ho FY, Chan CS.",Trials,2020,2020.10.10,,,
10.1016/j.cct.2023.107115,Design and methods of a randomized controlled trial evaluating the effects of the PE Coach mobile application on prolonged exposure among veterans with PTSD,"Reger GM, Smolenski D, Williams R, Norr AM, Foa E, Kuhn E, Schnurr PP, Weathers F, Zoellner L.",Contemp Clin Trials,2023,2023.2.9,,,
10.1016/j.invent.2023.100649,Feasibility and efficacy of a digital resilience training: A pilot study of the strengths-based training RESIST,"Behrendt D, Boß L, Hannibal S, Kunzler AM, Wessa M, Lehr D.",Internet Interv,2023,2023.8.7,,,
10.2196/37105,Serious Games Based on Cognitive Bias Modification and Learned Helplessness Paradigms for the Treatment of Depression: Design and Acceptability Study,"Ghosh A, Agnihotri J, Bhalotia S, Sati BK, Agarwal L, A A, Tandon S, Meena K, Raj S, Azad Y, Gupta S, Gupta N.",JMIR Serious Games,2023,2023.5.3,,,
10.2196/17816,Use of a Smartphone-Based Mobile App for Weight Management in Obese Minority Stroke Survivors: Pilot Randomized Controlled Trial With Open Blinded End Point,"Ifejika NL, Bhadane M, Cai CC, Noser EA, Grotta JC, Savitz SI.",JMIR Mhealth Uhealth,2020,2020.4.23,,,
10.1037/ccp0000786,Moderators and mediators of a digital cognitive behavior therapy-guided self-help intervention for eating disorders: Informing future design efforts,"Graham AK, Fitzsimmons-Craft EE, Sadeh-Sharvit S, Balantekin KN, Eichen DM, Firebaugh ML, Goel NJ, Monterubio GE, Karam AM, Flatt RE, Jo B, Jacobi C, Wilfley DE, Taylor CB, Trockel M.",J Consult Clin Psychol,2023,2023.1.12,,,
10.2196/21496,Smartphone App to Address Loneliness Among College Students: Pilot Randomized Controlled Trial,"Bruehlman-Senecal E, Hook CJ, Pfeifer JH, FitzGerald C, Davis B, Delucchi KL, Haritatos J, Ramo DE.",JMIR Ment Health,2020,2020.10.20,,,
10.2196/62715,Efficacy of a Mobile App-Based Behavioral Intervention (DRIVEN) to Help Individuals With Unemployment-Related Emotional Distress Return to Work: Protocol for a Randomized Controlled Trial,"Danielson EC, Saturday M, Leonard S, Levit A, Graham AK, Marquez M, Alperin K, Shankman SA, Griffith JW.",JMIR Res Protoc,2024,2024.11.26,,,
10.1186/s13063-022-06623-z,Digital psychosocial intervention for depression among older adults in socioeconomically deprived areas in Brazil (PRODIGITAL-D): protocol for an individually randomised controlled trial,"Nakamura CA, Scazufca M, Moretti FA, Didone TVN, de Sá Martins MM, Pereira LA, de Souza CHQ, de Oliveira GM, da Costa MO, Machado M, da Silva Bitencourt E, Dos Santos MS, Murdoch J, van de Ven P, Seward N, Hollingworth W, Peters TJ, Araya R.",Trials,2022,2022.9.7,,,
10.1002/wps.20472,The efficacy of smartphone-based mental health interventions for depressive symptoms: a meta-analysis of randomized controlled trials,"Firth J, Torous J, Nicholas J, Carney R, Pratap A, Rosenbaum S, Sarris J.",World Psychiatry,2017,2017.9.24,,,
10.1177/20552076241258400,Feasibility and acceptability of a novel digital therapeutic combining behavioral and pharmacological treatment for opioid use disorder,"Monico LB, Eastlick M, Michero D, Pielsticker P, Glasner S.",Digit Health,2024,2024.5.30,,,
10.3389/fpsyt.2023.1229713,Congruency of multimodal data-driven personalization with shared decision-making for StayFine: individualized app-based relapse prevention for anxiety and depression in young people,"Kooiman BEAM, Robberegt SJ, Albers CJ, Bockting CLH, Stikkelbroek YAJ, Nauta MH.",Front Psychiatry,2023,2023.10.16,,,
10.2196/28538,Health Care Provider Perspectives on the Use of a Digital Behavioral Health App to Support Patients: Qualitative Study,"Silfee V, Williams K, Leber B, Kogan J, Nikolajski C, Szigethy E, Serio C.",JMIR Form Res,2021,2021.9.16,,,
10.1177/20552076241263317,A gamified cognitive behavioral therapy for Arabs to reduce symptoms of depression and anxiety: A case study research,"Amer NA, Shohieb SM, Eladrosy W, Liu S, Nam Y, Abdelrazek S.",Digit Health,2024,2024.6.17,,,
10.2196/jmir.6524,Mobile Phone-Delivered Cognitive Behavioral Therapy for Insomnia: A Randomized Waitlist Controlled Trial,"Horsch CH, Lancee J, Griffioen-Both F, Spruit S, Fitrianie S, Neerincx MA, Beun RJ, Brinkman WP.",J Med Internet Res,2017,2017.4.13,,,
10.3389/fpubh.2023.1185702,"Can digital health researchers make a difference during the pandemic? Results of the single-arm, chatbot-led Elena+: Care for COVID-19 interventional study","Ollier J, Suryapalli P, Fleisch E, von Wangenheim F, Mair JL, Salamanca-Sanabria A, Kowatsch T.",Front Public Health,2023,2023.9.11,,,
10.1016/j.invent.2022.100568,Using smartphone-based ecological momentary assessment and personalized feedback for patients with chronic cancer-related fatigue: A proof-of-concept study,"Bootsma TI, Schellekens MPJ, van Woezik RAM, Slatman J, van der Lee ML.",Internet Interv,2022,2022.9.8,,,
10.2196/63143,Optimizing a Novel Smartphone App to Prevent Postpartum Depression Adapted From an Evidence-Based Cognitive Behavioral Therapy Program: Qualitative Study,"Lewkowitz AK, Guillen M, Ursino K, Baker R, Lum L, Battle CL, Ware C, Ayala NK, Clark M, Ranney ML, Miller ES, Guthrie KM.",JMIR Hum Factors,2024,2024.12.9,,,
10.2196/mental.9092,Cognitive and Behavioral Skills Exercises Completed by Patients with Major Depression During Smartphone Cognitive Behavioral Therapy: Secondary Analysis of a Randomized Controlled Trial,"Furukawa TA, Horikoshi M, Fujita H, Tsujino N, Jinnin R, Kako Y, Ogawa S, Sato H, Kitagawa N, Shinagawa Y, Ikeda Y, Imai H, Tajika A, Ogawa Y, Akechi T, Yamada M, Shimodera S, Watanabe N, Inagaki M, Hasegawa A.",JMIR Ment Health,2018,2018.1.13,,,
10.1016/j.jad.2019.03.009,Pilot randomized controlled trial of a Spanish-language Behavioral Activation mobile app (¡Aptívate!) for the treatment of depressive symptoms among united states Latinx adults with limited English proficiency,"Dahne J, Collado A, Lejuez CW, Risco CM, Diaz VA, Coles L, Kustanowitz J, Zvolensky MJ, Carpenter MJ.",J Affect Disord,2019,2019.3.15,,,
10.2196/10120,User Experience of Cognitive Behavioral Therapy Apps for Depression: An Analysis of App Functionality and User Reviews,"Stawarz K, Preist C, Tallon D, Wiles N, Coyle D.",J Med Internet Res,2018,2018.6.8,,,
10.1080/07448481.2024.2423225,Evaluating a mobile application based intervention for insomnia in college students: a preliminary study,"Floyd V, Vargas I.",J Am Coll Health,2024,2024.11.8,,,
10.1080/15402002.2023.2285799,Sleep-specific outcomes attributable to digitally delivered cognitive behavioral therapy for insomnia in adults with insomnia and depressive symptoms,"Batterham PJ, Thorndike FP, Gerwien R, Botbyl J, Ritterband LM, Maricich Y, Christensen H.",Behav Sleep Med,2024,2023.11.29,,,
10.2196/33452,Examining the Impact of Digital Components Across Different Phases of Treatment in a Blended Care Cognitive Behavioral Therapy Intervention for Depression and Anxiety: Pragmatic Retrospective Study,"Wu MS, Wickham RE, Chen SY, Chen C, Lungu A.",JMIR Form Res,2021,2021.12.20,,,
10.2196/63316,Efficacy of the mHealth App Intellect in Improving Subclinical Obsessive-Compulsive Disorder in University Students: Randomized Controlled Trial With a 4-Week Follow-Up,"Lee Yoon Li M, Lee Si Min S, Sündermann O.",JMIR Mhealth Uhealth,2024,2024.12.16,,,
10.2196/50780,"Race, Ethnicity, and Other Cultural Background Factors in Trials of Internet-Based Cognitive Behavioral Therapy for Depression: Systematic Review","De Jesús-Romero R, Holder-Dixon AR, Buss JF, Lorenzo-Luaces L.",J Med Internet Res,2024,2024.2.1,,,
10.2196/54635,An mHealth Intervention to Address Depression and Improve Antiretroviral Therapy Adherence Among Youths Living With HIV in Uganda: Protocol for a Pilot Randomized Controlled Trial,"Nabunya P, Cavazos-Rehg P, Mugisha J, Kasson E, Namuyaba OI, Najjuuko C, Nsubuga E, Filiatreau LM, Mwebembezi A, Ssewamala FM.",JMIR Res Protoc,2024,2024.3.8,,,
10.2196/51716,Assessing the Short-Term Efficacy of Digital Cognitive Behavioral Therapy for Insomnia With Different Types of Coaching: Randomized Controlled Comparative Trial,"Chan WS, Cheng WY, Lok SHC, Cheah AKM, Lee AKW, Ng ASY, Kowatsch T.",JMIR Ment Health,2024,2024.8.7,,,
10.1186/s13063-018-2793-2,Cognitive behavioral intervention via a smartphone app for non-professional caregivers with depressive symptoms: study protocol for a randomized controlled trial,"Vázquez FL, Torres Á, Díaz O, Páramo M, Otero P, Blanco V, López L.",Trials,2018,2018.8.2,,,
10.2196/17541,Efficacy of a Smartphone App Intervention for Reducing Caregiver Stress: Randomized Controlled Trial,"Fuller-Tyszkiewicz M, Richardson B, Little K, Teague S, Hartley-Clark L, Capic T, Khor S, Cummins RA, Olsson CA, Hutchinson D.",JMIR Ment Health,2020,2020.7.25,,,
10.2196/mental.5283,Supporting Homework Compliance in Cognitive Behavioural Therapy: Essential Features of Mobile Apps,"Tang W, Kreindler D.",JMIR Ment Health,2017,2017.6.10,,,
10.2196/37302,Adherence and Engagement With a Cognitive Behavioral Therapy-Based Conversational Agent (Wysa for Chronic Pain) Among Adults With Chronic Pain: Survival Analysis,"Sinha C, Cheng AL, Kadaba M.",JMIR Form Res,2022,2022.5.8,,,
10.1080/17434440.2023.2280686,Anatomy of a Woebot® (WB001): agent guided CBT for women with postpartum depression,"Darcy A, Beaudette A, Chiauzzi E, Daniels J, Goodwin K, Mariano TY, Wicks P, Robinson A.",Expert Rev Med Devices,2023,2023.11.8,,,
10.1016/j.jad.2018.09.002,Dysfunctional attitudes or extreme response style as predictors of depressive relapse and recurrence after mobile cognitive therapy for recurrent depression,"Brouwer ME, Williams AD, Forand NR, DeRubeis RJ, Bockting CLH.",J Affect Disord,2019,2018.9.18,,,
10.2196/26164,A Mobile Health Intervention for Patients With Depressive Symptoms: Protocol for an Economic Evaluation Alongside Two Randomized Trials in Brazil and Peru,"Vera Cruz Dos Santos D, Coelho de Soárez P, Cavero V, U Rocha TI, Aschar S, Daley KL, Garcia Claro H, Abud Scotton G, Fernandes I, Diez-Canseco F, Brandt LR, Toyama M, Martins Castro HC, Miranda JJ, Araya R, Quayle J, Rossi Menezes P.",JMIR Res Protoc,2021,2021.10.13,,,
10.1371/journal.pgph.0003967,"Adapting and deploying a digital program for training non-specialist providers on a brief psychological intervention for depression in rural Gujarat, India","Brahmbhatt A, Rathod D, Joshi U, Khan A, Teja GS, Desai S, Chauhan A, Shah S, Bhatt D, Venkatraman S, Tugnawat D, Balsari S, Patel V, Bhan A, Naslund JA.",PLOS Glob Public Health,2024,2024.12.5,,,
10.3389/fpsyt.2022.755809,A Data-Driven Clustering Method for Discovering Profiles in the Dynamics of Major Depressive Disorder Using a Smartphone-Based Ecological Momentary Assessment of Mood,"van Genugten CR, Schuurmans J, Hoogendoorn AW, Araya R, Andersson G, Baños RM, Berger T, Botella C, Cerga Pashoja A, Cieslak R, Ebert DD, García-Palacios A, Hazo JB, Herrero R, Holtzmann J, Kemmeren L, Kleiboer A, Krieger T, Rogala A, Titzler I, Topooco N, Smit JH, Riper H.",Front Psychiatry,2022,2022.4.4,,,
10.1093/tbm/iby107,Feasibility of implementing mobile technology-delivered mental health treatment in routine adult sickle cell disease care,"Jonassaint CR, Kang C, Prussien KV, Yarboi J, Sanger MS, Wilson JD, De Castro L, Shah N, Sarkar U.",Transl Behav Med,2020,2018.12.4,,,
10.1016/j.lana.2024.100897,"A self-help mobile messaging intervention to improve subthreshold depressive symptoms among older adults in a socioeconomically deprived region of Brazil (PRODIGITAL): a pragmatic, two-arm randomised controlled trial","Nakamura CA, Seward N, Peters TJ, Nadaleto Didone TV, Moretti FA, Oliveira da Costa M, Queiroz de Souza CH, Macias de Oliveira G, Souza Dos Santos M, Aragoni Pereira L, Mendes de Sá Martins M, van de Ven P, Hollingworth W, Araya R, Scazufca M.",Lancet Reg Health Am,2024,2024.10.22,,,
10.1002/jclp.23610,Behavioral activation is associated with post-disaster mental health: Secondary longitudinal analysis from a population-based study,"Pavlacic JM, Ruggiero KJ, Andrews AR 3rd, Price M, Rheingold AA.",J Clin Psychol,2024,2023.10.18,,,
10.1007/s00737-022-01267-z,Uptake of USPSTF recommendation to refer pregnant individuals for therapy or counseling to prevent perinatal depression,"Felder JN, Mirchandaney R, Dimidjian S.",Arch Womens Ment Health,2022,2022.9.24,,,
10.1016/S2589-7500(24)00149-3,"Emotional competence self-help mobile phone app versus cognitive behavioural self-help app versus self-monitoring app to promote mental wellbeing in healthy young adults (ECoWeB PROMOTE): an international, multicentre, parallel, open-label, randomised controlled trial","Watkins ER, Warren FC, Newbold A, Hulme C, Cranston T, Aas B, Bear H, Botella C, Burkhardt F, Ehring T, Fazel M, Fontaine JRJ, Frost M, Garcia-Palacios A, Greimel E, Hößle C, Hovasapian A, Huyghe VEI, Karpouzis K, Löchner J, Molinari G, Pekrun R, Platt B, Rosenkranz T, Scherer KR, Schlegel K, Schuller BW, Schulte-Korne G, Suso-Ribera C, Voigt V, Voß M, Taylor RS.",Lancet Digit Health,2024,2024.10.5,,,
10.2196/jmir.8241,Preventing Depression in Final Year Secondary Students: School-Based Randomized Controlled Trial,"Perry Y, Werner-Seidler A, Calear A, Mackinnon A, King C, Scott J, Merry S, Fleming T, Stasiak K, Christensen H, Batterham PJ.",J Med Internet Res,2017,2017.11.4,,,
10.1038/s41746-019-0116-y,Smartphone-based migraine behavioral therapy: a single-arm study with assessment of mental health predictors,"T Minen M, Adhikari S, K Seng E, Berk T, Jinich S, W Powers S, B Lipton R.",NPJ Digit Med,2019,2019.7.16,,,
10.1038/s41598-023-33238-4,Effect of a novel telehealth device for dietary cognitive behavioral intervention in overweight or obesity care,"Fang YY, Lee JI, Wu NY, Chang CI, Huang MC, Lee CY, Huang JY, Lee GGC, Chen CS.",Sci Rep,2023,2023.4.20,,,
10.2196/41445,Feasibility of Digital Cognitive Behavioral Therapy for Depressed Older Adults With the Moodbuster Platform: Protocol for 2 Pilot Feasibility Studies,"Amarti K, Schulte MHJ, Kleiboer A, Van Genugten CR, Oudega M, Sonnenberg C, Gonçalves GC, Rocha A, Riper H.",JMIR Res Protoc,2022,2022.10.25,,,
10.1186/1471-244X-13-49,CBT for depression: a pilot RCT comparing mobile phone vs. computer,"Watts S, Mackenzie A, Thomas C, Griskaitis A, Mewton L, Williams A, Andrews G.",BMC Psychiatry,2013,2013.2.9,,,
10.2196/67051,Novel Smartphone App and Supportive Accountability for the Treatment of Childhood Disruptive Behavior Problems: Protocol for a Randomized Controlled Trial,"Lindhiem O, Tomlinson CS, Kolko DJ, Silk JS, Hafeman D, Wallace M, Setiawan IMA, Parmanto B.",JMIR Res Protoc,2025,2025.3.11,,,
10.2196/52369,Feasibility and Acceptability of a Mobile App-Based TEAM-CBT (Testing Empathy Assessment Methods-Cognitive Behavioral Therapy) Intervention (Feeling Good) for Depression: Secondary Data Analysis,"Bisconti N, Odier M, Becker M, Bullock K.",JMIR Ment Health,2024,2024.5.10,,,
10.2196/17755,Mobile App Use for Insomnia Self-Management in Urban Community-Dwelling Older Korean Adults: Retrospective Intervention Study,"Chung K, Kim S, Lee E, Park JY.",JMIR Mhealth Uhealth,2020,2020.8.25,,,
