DOI,Title,Authors,Journal/Book,Publication Year,Create Date,Article Type,Language,Abstract
10.1001/jama.2021.4348,Effect of a Digital Intervention on Depressive Symptoms in Patients With Comorbid Hypertension or Diabetes in Brazil and Peru: Two Randomized Clinical Trials,"Araya R, Menezes PR, Claro HG, Brandt LR, Daley KL, Quayle J, Diez-Canseco F, Peters TJ, Vera Cruz D, Toyama M, Aschar S, Hidalgo-Padilla L, Martins H, Cavero V, Rocha T, Scotton G, de Almeida Lopes IF, Begale M, Mohr DC, Miranda JJ.",JAMA,2021,2021.5.11,,,"Comment in JAMA. 2021 May 11;325(18):1839-1840. doi: 10.1001/jama.2021.5047. IMPORTANCE: Depression is a leading contributor to disease burden globally. Digital mental health interventions can address the treatment gap in low- and middle-income countries, but the effectiveness in these countries is unknown. OBJECTIVE: To investigate the effectiveness of a digital intervention in reducing depressive symptoms among people with diabetes and/or hypertension. DESIGN, SETTING, AND PARTICIPANTS: Participants with clinically significant depressive symptoms (Patient Health Questionnaire-9 [PHQ-9] score ≥10) who were being treated for hypertension and/or diabetes were enrolled in a cluster randomized clinical trial (RCT) at 20 sites in São Paulo, Brazil (N=880; from September 2016 to September 2017; final follow-up, April 2018), and in an individual-level RCT at 7 sites in Lima, Peru (N=432; from January 2017 to September 2017; final follow-up, March 2018). INTERVENTIONS: An 18-session, low-intensity, digital intervention was delivered over 6 weeks via a provided smartphone, based on behavioral activation principles, and supported by nurse assistants (n = 440 participants in 10 clusters in São Paulo; n = 217 participants in Lima) vs enhanced usual care (n = 440 participants in 10 clusters in São Paulo; n = 215 participants in Lima). MAIN OUTCOMES AND MEASURES: The primary outcome was a reduction of at least 50% from baseline in PHQ-9 scores (range, 0-27; higher score indicates more severe depression) at 3 months. Secondary outcomes included a reduction of at least 50% from baseline PHQ-9 scores at 6 months. RESULTS: Among 880 patients cluster randomized in Brazil (mean age, 56.0 years; 761 [86.5%] women) and 432 patients individually randomized in Peru (mean age, 59.7 years; 352 [81.5%] women), 807 (91.7%) in Brazil and 426 (98.6%) in Peru completed at least 1 follow-up assessment. The proportion of participants in São Paulo with a reduction in PHQ-9 score of at least 50% at 3-month follow-up was 40.7% (159/391 participants) in the digital intervention group vs 28.6% (114/399 participants) in the enhanced usual care group (difference, 12.1 percentage points [95% CI, 5.5 to 18.7]; adjusted odds ratio [OR], 1.6 [95% CI, 1.2 to 2.2]; P = .001). In Lima, the proportion of participants with a reduction in PHQ-9 score of at least 50% at 3-month follow-up was 52.7% (108/205 participants) in the digital intervention group vs 34.1% (70/205 participants) in the enhanced usual care group (difference, 18.6 percentage points [95% CI, 9.1 to 28.0]; adjusted OR, 2.1 [95% CI, 1.4 to 3.2]; P < .001). At 6-month follow-up, differences across groups were no longer statistically significant. CONCLUSIONS AND RELEVANCE: In 2 RCTs of patients with hypertension or diabetes and depressive symptoms in Brazil and Peru, a digital intervention delivered over a 6-week period significantly improved depressive symptoms at 3 months when compared with enhanced usual care. However, the magnitude of the effect was small in the trial from Brazil and the effects were not sustained at 6 months. TRIAL REGISTRATION: ClinicalTrials.gov: NCT02846662 (São Paulo) and NCT03026426 (Lima)."
10.3390/ijerph192416824,Preventing Postpartum Depression in the Early Postpartum Period Using an App-Based Cognitive Behavioral Therapy Program: A Pilot Randomized Controlled Study,"Qin X, Liu C, Zhu W, Chen Y, Wang Y.",Int J Environ Res Public Health,2022,2022.12.23,,,"A large proportion of women experience depression during the postpartum period. Few studies have investigated the use of mobile technology to prevent postpartum depression in women. This study investigated the preliminary effectiveness of the CareMom program, a new app-based cognitive behavioral therapy program, on reducing the depressive symptoms of mothers during the very early postpartum period via a pilot randomized controlled study. The participants were recruited during birth hospitalization (within 3 days after giving birth) and randomized to the waiting-list control and CareMom groups. Over the four-week intervention period, the CareMom group was required to complete 28 daily challenges via CareMom. The depressive (via EPDS) and anxiety (via GAD-7) levels of participants were measured at baseline and every 7 days postbaseline for 4 weeks. A total of 112 eligible participants were randomly allocated to the two groups (CareMom: n = 57; control: n = 55). At week 4, the CareMom group achieved a significantly lower EPDS score than the control group at week 4 (p = 0.037). In addition, the EPDS (p < 0.001) scores of the CareMom group were significantly lower than the baseline values. However, the control group did not show any significant reduction in this measure. No significant reduction of GAD-7 scores was observed for CareMom and control groups at week 4. This study provides preliminary evidence of the effectiveness of CareMom in reducing depressive symptoms in the general postpartum population during the very early postpartum period."
10.2196/40719,"Mental Health Chatbot for Young Adults With Depressive Symptoms During the COVID-19 Pandemic: Single-Blind, Three-Arm Randomized Controlled Trial","He Y, Yang L, Zhu X, Wu B, Zhang S, Qian C, Tian T.",J Med Internet Res,2022,2022.11.10,,,"BACKGROUND: Depression has a high prevalence among young adults, especially during the COVID-19 pandemic. However, mental health services remain scarce and underutilized worldwide. Mental health chatbots are a novel digital technology to provide fully automated interventions for depressive symptoms. OBJECTIVE: The purpose of this study was to test the clinical effectiveness and nonclinical performance of a cognitive behavioral therapy (CBT)-based mental health chatbot (XiaoE) for young adults with depressive symptoms during the COVID-19 pandemic. METHODS: In a single-blind, 3-arm randomized controlled trial, participants manifesting depressive symptoms recruited from a Chinese university were randomly assigned to a mental health chatbot (XiaoE; n=49), an e-book (n=49), or a general chatbot (Xiaoai; n=50) group in a ratio of 1:1:1. Participants received a 1-week intervention. The primary outcome was the reduction of depressive symptoms according to the 9-item Patient Health Questionnaire (PHQ-9) at 1 week later (T1) and 1 month later (T2). Both intention-to-treat and per-protocol analyses were conducted under analysis of covariance models adjusting for baseline data. Controlled multiple imputation and δ-based sensitivity analysis were performed for missing data. The secondary outcomes were the level of working alliance measured using the Working Alliance Questionnaire (WAQ), usability measured using the Usability Metric for User Experience-LITE (UMUX-LITE), and acceptability measured using the Acceptability Scale (AS). RESULTS: Participants were on average 18.78 years old, and 37.2% (55/148) were female. The mean baseline PHQ-9 score was 10.02 (SD 3.18; range 2-19). Intention-to-treat analysis revealed lower PHQ-9 scores among participants in the XiaoE group compared with participants in the e-book group and Xiaoai group at both T1 (F2,136=17.011; P<.001; d=0.51) and T2 (F2,136=5.477; P=.005; d=0.31). Better working alliance (WAQ; F2,145=3.407; P=.04) and acceptability (AS; F2,145=4.322; P=.02) were discovered with XiaoE, while no significant difference among arms was found for usability (UMUX-LITE; F2,145=0.968; P=.38). CONCLUSIONS: A CBT-based chatbot is a feasible and engaging digital therapeutic approach that allows easy accessibility and self-guided mental health assistance for young adults with depressive symptoms. A systematic evaluation of nonclinical metrics for a mental health chatbot has been established in this study. In the future, focus on both clinical outcomes and nonclinical metrics is necessary to explore the mechanism by which mental health chatbots work on patients. Further evidence is required to confirm the long-term effectiveness of the mental health chatbot via trails replicated with a longer dose, as well as exploration of its stronger efficacy in comparison with other active controls. TRIAL REGISTRATION: Chinese Clinical Trial Registry ChiCTR2100052532; http://www.chictr.org.cn/showproj.aspx?proj=135744."
10.1002/wps.21183,Current evidence on the efficacy of mental health smartphone apps for symptoms of depression and anxiety. A meta-analysis of 176 randomized controlled trials,"Linardon J, Torous J, Firth J, Cuijpers P, Messer M, Fuller-Tyszkiewicz M.",World Psychiatry,2024,2024.1.12,,,"The mental health care available for depression and anxiety has recently undergone a major technological revolution, with growing interest towards the potential of smartphone apps as a scalable tool to treat these conditions. Since the last comprehensive meta-analysis in 2019 established positive yet variable effects of apps on depressive and anxiety symptoms, more than 100 new randomized controlled trials (RCTs) have been carried out. We conducted an updated meta-analysis with the objectives of providing more precise estimates of effects, quantifying generalizability from this evidence base, and understanding whether major app and trial characteristics moderate effect sizes. We included 176 RCTs that aimed to treat depressive or anxiety symptoms. Apps had overall significant although small effects on symptoms of depression (N=33,567, g=0.28, p<0.001; number needed to treat, NNT=11.5) and generalized anxiety (N=22,394, g=0.26, p<0.001, NNT=12.4) as compared to control groups. These effects were robust at different follow-ups and after removing small sample and higher risk of bias trials. There was less variability in outcome scores at post-test in app compared to control conditions (ratio of variance, RoV=-0.14, 95% CI: -0.24 to -0.05 for depressive symptoms; RoV=-0.21, 95% CI: -0.31 to -0.12 for generalized anxiety symptoms). Effect sizes for depression were significantly larger when apps incorporated cognitive behavioral therapy (CBT) features or included chatbot technology. Effect sizes for anxiety were significantly larger when trials had generalized anxiety as a primary target and administered a CBT app or an app with mood monitoring features. We found evidence of moderate effects of apps on social anxiety (g=0.52) and obsessive-compulsive (g=0.51) symptoms, a small effect on post-traumatic stress symptoms (g=0.12), a large effect on acrophobia symptoms (g=0.90), and a non-significant negative effect on panic symptoms (g=-0.12), although these results should be considered with caution, because most trials had high risk of bias and were based on small sample sizes. We conclude that apps have overall small but significant effects on symptoms of depression and generalized anxiety, and that specific features of apps - such as CBT or mood monitoring features and chatbot technology - are associated with larger effect sizes."
10.1017/S0033291721003421,Treating depression with a smartphone-delivered self-help cognitive behavioral therapy for insomnia: a parallel-group randomized controlled trial,"Chan CS, Wong CYF, Yu BYM, Hui VKY, Ho FYY, Cuijpers P.",Psychol Med,2023,2023.6.13,,,"BACKGROUND: Despite its efficacy in treating comorbid insomnia and depression, cognitive behavioral therapy for insomnia (CBT-I) is limited in its accessibility and, in many countries, cultural compatibility. Smartphone-based treatment is a low-cost, convenient alternative modality. This study evaluated a self-help smartphone-based CBT-I in alleviating major depression and insomnia. METHODS: A parallel-group randomized, waitlist-controlled trial was conducted with 320 adults with major depression and insomnia. Participants were randomized to receive either a 6-week CBT-I via a smartphone application, proACT-S, or waitlist condition. The primary outcomes included depression severity, insomnia severity, and sleep quality. The secondary outcomes included anxiety severity, subjective health, and acceptability of treatment. Assessments were administered at baseline, post-intervention (week 6) follow-up, and week 12 follow-up. The waitlist group received treatment after the week 6 follow-up. RESULTS: Intention to treat analysis was conducted with multilevel modeling. In all but one model, the interaction between treatment condition and time at week 6 follow-up was significant. Compared with the waitlist group, the treatment group had lower levels of depression [Center for Epidemiologic Studies Depression Scale (CES-D): Cohen's d = 0.86, 95% CI (-10.11 to -5.37)], insomnia [Insomnia Severity Index (ISI): Cohen's d = 1.00, 95% CI (-5.93 to -3.53)], and anxiety [Hospital Anxiety and Depression Scale - Anxiety subscale (HADS-A): Cohen's d = 0.83, 95% CI (-3.75 to -1.96)]. They also had better sleep quality [Pittsburgh Sleep Quality Index (PSQI): Cohen's d = 0.91, 95% CI (-3.34 to -1.83)]. No differences across any measures were found at week 12, after the waitlist control group received the treatment. CONCLUSION: proACT-S is an efficacious sleep-focused self-help treatment for major depression and insomnia. TRIAL REGISTRATION: ClinicalTrials.gov, NCT04228146. Retrospectively registered on 14 January 2020. http://www.w3.org/1999/xlink"">https://clinicaltrials.gov/ct2/show/NCT04228146."
10.1001/jamapsychiatry.2023.4948,Home-Use Transcranial Direct Current Stimulation for the Treatment of a Major Depressive Episode: A Randomized Clinical Trial,"Borrione L, Cavendish BA, Aparicio LVM, Luethi MS, Goerigk S, Ramos MRF, Moran NKS, Carneiro AM, Valiengo L, Moura DO, de Souza JP, Batista MP, Aparecida da Silva V, Klein I, Suen P, Gallucci-Neto J, Padberg F, Razza LB, Vanderhasselt MA, Lotufo PA, Bensenor IM, Fregni F, Brunoni AR.",JAMA Psychiatry,2024,2024.1.3,,,"Erratum in JAMA Psychiatry. 2024 Apr 1;81(4):428. doi: 10.1001/jamapsychiatry.2024.0154. IMPORTANCE: Transcranial direct current stimulation (tDCS) is moderately effective for depression when applied by trained staff. It is not known whether self-applied tDCS, combined or not with a digital psychological intervention, is also effective. OBJECTIVE: To determine whether fully unsupervised home-use tDCS, combined with a digital psychological intervention or digital placebo, is effective for a major depressive episode. DESIGN, SETTING, AND PARTICIPANTS: This was a double-blinded, sham-controlled, randomized clinical trial with 3 arms: (1) home-use tDCS plus a digital psychological intervention (double active); (2) home-use tDCS plus digital placebo (tDCS only), and (3) sham home-use tDCS plus digital placebo (double sham). The study was conducted between April 2021 and October 2022 at participants' homes and at Instituto de Psiquiatria do Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo, Brazil. Included participants were aged 18 to 59 years with major depression and a Hamilton Depression Rating Scale, 17-item version (HDRS-17), score above 16, a minimum of 8 years of education, and access to a smartphone and internet at home. Exclusion criteria were other psychiatric disorders, except for anxiety; neurologic or clinical disorders; and tDCS contraindications. INTERVENTIONS: tDCS was administered in 2-mA, 30-minute prefrontal sessions for 15 consecutive weekdays (1-mA, 90-second duration for sham) and twice-weekly sessions for 3 weeks. The digital intervention consisted of 46 sessions based on behavioral therapy. Digital placebo was internet browsing. MAIN OUTCOMES AND MEASURES: Change in HDRS-17 score at week 6. RESULTS: Of 837 volunteers screened, 210 participants were enrolled (180 [86%] female; mean [SD] age, 38.9 [9.3] years) and allocated to double active (n = 64), tDCS only (n = 73), or double sham (n = 73). Of the 210 participants enrolled, 199 finished the trial. Linear mixed-effects models did not reveal statistically significant group differences in treatment by time interactions for HDRS-17 scores, and the estimated effect sizes between groups were as follows: double active vs tDCS only (Cohen d, 0.05; 95% CI, -0.48 to 0.58; P = .86), double active vs double sham (Cohen d, -0.20; 95% CI, -0.73 to 0.34; P = .47), and tDCS only vs double sham (Cohen d, -0.25; 95% CI, -0.76 to 0.27; P = .35). Skin redness and heat or burning sensations were more frequent in the double active and tDCS only groups. One nonfatal suicide attempt occurred in the tDCS only group. CONCLUSIONS AND RELEVANCE: Unsupervised home-use tDCS combined with a digital psychological intervention or digital placebo was not found to be superior to sham for treatment of a major depressive episode in this trial. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT04889976."
10.2196/41643,Internet-Based Behavioral Activation for Depression: Systematic Review and Meta-Analysis,"Alber CS, Krämer LV, Rosar SM, Mueller-Weinitschke C.",J Med Internet Res,2023,2023.5.25,,,"BACKGROUND: Behavioral activation is an effective treatment for reducing depression. As depressive disorders affect many people worldwide, internet-based behavioral activation (iBA) could provide enhanced treatment access. OBJECTIVE: This study aimed to investigate whether iBA is effective in reducing depressive symptoms and to assess the impact on secondary outcomes. METHODS: We systematically searched MEDLINE, PsycINFO, PSYNDEX, and CENTRAL up to December 2021 for eligible randomized controlled trials. In addition, a reference search was conducted. Title and abstract screening, as well as a full-text screening, was conducted by 2 independent reviewers. Randomized controlled trials that investigated the effectiveness of iBA for depression as a treatment or main component were included. Randomized controlled trials had to report depressive symptoms, with a quantitative outcome measure and assess an adult population with depressive symptoms above cutoff. Two independent reviewers performed the data extraction and risk of bias assessment. Data were pooled in random-effects meta-analyses. The primary outcome was self-reported depressive symptoms posttreatment. This systematic review and meta-analysis followed the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) reporting guidelines. RESULTS: A total of 12 randomized controlled trials, with 3274 participants (88% female, 43.61 years) were included. iBA was more effective in reducing depressive symptom severity posttreatment than inactive control groups (standardized mean difference -0.49; 95% CI -0.63 to -0.34; P<.001). The overall level of heterogeneity was moderate to substantial (I2=53%). No significant effect of iBA on depressive symptoms could be found at 6-month follow-up. Participants assigned to iBA also experienced a significant reduction of anxiety and a significant increase in quality of life and activation compared to the inactive control groups. The results remained robust in multiple sensitivity analyses. The risk of bias assessment revealed at least some concerns for all studies, and there was evidence of slight publication bias. CONCLUSIONS: This systematic review and meta-analysis implies that iBA is effective in reducing depressive symptoms. It represents a promising treatment option, providing treatment access where no treatment is available yet. TRIAL REGISTRATION: International Prospective Register of Systematic Reviews CRD42021236822; https://www.crd.york.ac.uk/prospero/display_record.php?RecordID=236822."
10.2196/52609,Acceptability of Digital Mental Health Interventions for Depression and Anxiety: Systematic Review,"Lau CKY, Saad A, Camara B, Rahman D, Bolea-Alamanac B.",J Med Internet Res,2024,2024.10.28,,,"BACKGROUND: Depression and anxiety disorders are common, and treatment often includes psychological interventions. Digital health interventions, delivered through technologies such as web-based programs and mobile apps, are increasingly used in mental health treatment. Acceptability, the extent to which an intervention is viewed positively, has been identified as contributing to patient adherence and engagement with digital health interventions. Acceptability, therefore, impacts the benefit derived from using digital health interventions in treatment. Understanding the acceptability of digital mental health interventions among patients with depression or anxiety disorders is essential to maximize the effectiveness of their treatment. OBJECTIVE: This review investigated the acceptability of technology-based interventions among patients with depression or anxiety disorders. METHODS: A systematic review was performed based on PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) and PROSPERO (International Prospective Register of Systematic Reviews) guidelines. We searched PubMed, Web of Science, and Ovid in May 2022. Studies were included if they evaluated digital interventions for the treatment of depression or anxiety disorders and investigated their acceptability among adult patients. Studies were excluded if they targeted only specific populations (eg, those with specific physical health conditions), investigated acceptability in healthy individuals or patients under the age of 18 years, involved no direct interaction between patients and technologies, used technology only as a platform for traditional care (eg, videoconferencing), had patients using technologies only in clinical or laboratory settings, or involved virtual reality technologies. Acceptability outcome data were narratively synthesized by the direction of acceptability using vote counting. Included studies were evaluated using levels of evidence from the Oxford Centre for Evidence-Based Medicine. The risk of bias was assessed using a tool designed for this review and GRADE (Grading of Recommendations, Assessment, Development, and Evaluation). RESULTS: A total of 143 articles met the inclusion criteria, comprising 67 (47%) articles on interventions for depression, 65 (45%) articles on interventions for anxiety disorders, and 11 (8%) articles on interventions for both. Overall, 90 (63%) were randomized controlled trials, 50 (35%) were other quantitative studies, and 3 (2%) were qualitative studies. Interventions used web-based programs, mobile apps, and computer programs. Cognitive behavioral therapy was the basis of 71% (102/143) of the interventions. Digital mental health interventions were generally acceptable among patients with depression or anxiety disorders, with 88% (126/143) indicating positive acceptability, 8% (11/143) mixed results, and 4% (6/143) insufficient information to categorize the direction of acceptability. The available research evidence was of moderate quality. CONCLUSIONS: Digital mental health interventions seem to be acceptable to patients with depression or anxiety disorders. Consistent use of validated measures for acceptability would enhance the quality of evidence. Careful design of acceptability as an evaluation outcome can further improve the quality of evidence and reduce the risk of bias. TRIAL REGISTRATION: Open Science Framework Y7MJ4; https://doi-org-ssl.oca.korea.ac.kr/10.17605/OSF.IO/SPR8M."
10.1093/sleep/zsad104,Does insomnia treatment prevent depression?,"Boland EM, Goldschmied JR, Gehrman PR.",Sleep,2023,2023.4.8,,,"Rates of major depressive disorder (MDD) are increasing globally, in part due to the coronavirus disease 2019 pandemic, contributing to disease burden. It has long been known that insomnia is intricately connected with depression as indicated by greater depression severity and lower treatment response. Furthermore, insomnia is a significant risk factor for new-onset depression. Treatment of insomnia is thus a logical target for prevention of incidents and recurrent MDD. This systematic review sought to evaluate the current evidence for the preventive effects of insomnia treatment on depression onset. A database search yielded 186 studies, six of which met criteria for inclusion in this review. All of the studies utilized cognitive behavioral treatment for insomnia (CBT-I) as the target intervention and most delivered treatment via a digital platform. Four of the studies found significantly lower rates of MDD onset in those who received CBT-I compared to a control condition. The two remaining studies failed to confirm these effects in primary analyses but secondary analyses suggested evidence of a preventive effect. There was significant methodologic heterogeneity across studies in terms of sample selection, outcomes, and follow-up periods, limiting the ability to draw firm conclusions. The evidence overall is in the direction of insomnia treatment reducing the risk for onset of MDD, but further research is warranted. Published by Oxford University Press on behalf of Sleep Research Society (SRS) 2023."
10.2196/40937,Digital Behavioral Activation Interventions During the Perinatal Period: Scoping Review,"Mancinelli E, Dell'Arciprete G, Pattarozzi D, Gabrielli S, Salcuni S.",JMIR Pediatr Parent,2023,2023.2.28,,,"BACKGROUND: Pregnancy is a complex period that implies many biopsychosocial changes, and the way women adapt to these changes impacts their well-being and the chances of developing mental health problems. During the perinatal period, women have expressed a preference for support delivered on the web. In this regard, interventions such as behavioral activation (BA), which are brief and structured psychosocial interventions, seem particularly suited to be delivered through digital solutions. OBJECTIVE: This study aimed to map the literature investigating digital BA interventions deployed during the perinatal period. We paid particular attention to the methodological underpinnings of the studies, the potential impact of BA interventions on symptoms other than depression, and the existence of differences occurring when these interventions were administered during pregnancy versus the postpartum period. METHODS: A systematic search compliant with the PRISMA-ScR (Preferred Reporting Items for Systematic Reviews and Meta-Analysis extension for Scoping Reviews) guidelines was conducted considering 5 bibliographic databases; reference lists and key journals were also screened by 2 independent authors following a double-blind approach. RESULTS: A total of 7 studies published between 2013 and 2022 were included. In total, 2 studies were protocols for randomized controlled trials, 5 were empirical studies, and 1 was a qualitative study. All studies focused on the postpartum period, except for 1 that focused on the broader perinatal period. Promising effects on depression symptoms were reported but not on other psychosocial symptoms. Low intervention adherence has emerged, whereas the usability associated with the digital means used to deploy interventions was scarcely addressed; moreover, information on the digital platforms used was poorly reported overall. CONCLUSIONS: Our findings highlight the scarcity and preliminary nature of digital BA interventions deployed during the perinatal period, where the focus seems more on treatment rather than prevention. Moreover, future studies should also consider and address usability and user engagement, given their relevance to intervention efficacy."
10.1016/j.apnu.2016.10.002,Use of Computer and Mobile Technologies in the Treatment of Depression,"Callan JA, Wright J, Siegle GJ, Howland RH, Kepler BB.",Arch Psychiatr Nurs,2017,2017.5.14,,,"Major depression (MDD) is a common and disabling disorder. Research has shown that most people with MDD receive either no treatment or inadequate treatment. Computer and mobile technologies may offer solutions for the delivery of therapies to untreated or inadequately treated individuals with MDD. The authors review currently available technologies and research aimed at relieving symptoms of MDD. These technologies include computer-assisted cognitive-behavior therapy (CCBT), web-based self-help, Internet self-help support groups, mobile psychotherapeutic interventions (i.e., mobile applications or apps), technology enhanced exercise, and biosensing technology."
10.3390/ijerph17207679,mHealth and Perinatal Depression in Low-and Middle-Income Countries: A Scoping Review of the Literature,"Dosani A, Arora H, Mazmudar S.",Int J Environ Res Public Health,2020,2020.10.24,,,"Women in low- and middle-income countries have high rates of perinatal depression. As smartphones become increasingly accessible around the world, there is an opportunity to explore innovative mHealth tools for the prevention, screening, and management of perinatal depression. We completed a scoping review of the literature pertaining to the use of mobile phone technologies for perinatal depression in low-and middle-income countries. PubMed CINHAL, and Google Scholar databases were searched, generating 423 results. 12 articles met our inclusion criteria. Two of the 12 articles reviewed mobile phone applications. The remaining 9 articles were study protocols or descriptive/intervention studies. Our results reveal that minimal literature is currently available on the use of mobile health for perinatal depression in low- and middle-income countries. We found four articles that present the results of an intervention that were delivered through mobile phones for the treatment of perinatal depressive symptoms and an additional qualitative study describing the perceptions of mothers receiving cognitive behavioral therapy via telephones. These studies demonstrated that depressive symptoms improved after the interventions. There is potential to improve the quality of mHealth interventions, specifically mobile phone applications for perinatal depressive symptoms and depression, through meaningful collaborative work between healthcare professionals and application developers."
10.1159/000541311,Efficacy of a Standalone Smartphone Application to Treat Postnatal Depression: A Randomized Controlled Trial,"Zuccolo PF, Brunoni AR, Borja T, Matijasevich A, Polanczyk GV, Fatori D.",Psychother Psychosom,2024,2024.10.23,,,"INTRODUCTION: Smartphone app interventions based on cognitive-behavioral therapy (CBT) are promising scalable alternatives for treating mental disorders, but the evidence of their efficacy for postpartum depression is limited. We assessed the efficacy of Motherly, a standalone CBT-based smartphone app, in reducing symptoms of postpartum depression. METHODS: Women aged 18-40 with symptoms of postpartum depression were randomized either to intervention (Motherly app) or active control (COMVC app). The primary outcome was symptoms of depression measured by the Edinburgh Postnatal Depression Scale (EPDS) at post-treatment. Secondary outcomes were anxiety symptoms, parental stress, quality of sleep, behavioral activation, availability of response-contingent positive reinforcement, and clinical improvement at post-treatment and 1-month follow-up. Exploratory analyses were performed to investigate if app engagement was associated with treatment response. RESULTS: From November 2021 to August 2022, 1,751 women volunteered, of which 264 were randomized, and 215 provided primary outcome data. No statistically significant differences were found between groups at post-treatment: intervention: mean (SD): 12.75 (5.52); active control: 13.28 (5.32); p = 0.604. There was a statistically significant effect of the intervention on some of the secondary outcomes. Exploratory analyses suggest a dose-response relationship between Motherly app engagement and outcomes. CONCLUSION: Our standalone app intervention did not significantly reduce postnatal depression symptoms when compared to active control. Exploratory findings suggest that negative findings might be associated with insufficient app engagement. Consistent with current literature, our findings suggest that standalone app interventions for postpartum depression are not ready to be implemented in clinical practice."
10.1111/pcn.13657,Optimizing smartphone psychotherapy for depressive symptoms in patients with cancer: Multiphase optimization strategy using a decentralized multicenter randomized clinical trial (J-SUPPORT 2001 Study),"Akechi T, Furukawa TA, Noma H, Iwata H, Toyama T, Higaki K, Matsuoka H, Zenda S, Iwatani T, Akahane K, Inoue A, Sagara Y, Uchida M, Imai F, Momino K, Imaizumi G, Yamaguchi T, Mashiko T, Miyaji T, Horikoshi M, Sakurai N, Onishi T, Kanemitsu Y, Murata T, Wanifuchi-Endo Y, Kuroda H, Nishikawa R, Miyashita M, Abe M, Uchitomi Y; J‐SUPPORT 2001 Study group.",Psychiatry Clin Neurosci,2024,2024.3.12,,,"AIM: Patients with cancer experience various forms of psychological distress, including depressive symptoms, which can impact quality of life, elevate morbidity risk, and increase medical costs. Psychotherapy and pharmacotherapy are effective for reducing depressive symptoms among patients with cancer, but most patients prefer psychotherapy. This study aimed to develop an efficient and effective smartphone psychotherapy component to address depressive symptom. METHODS: This was a decentralized, parallel-group, multicenter, open, individually randomized, fully factorial trial. Patients aged ≥20 years with cancer were randomized by the presence/absence of three cognitive-behavioral therapy (CBT) skills (behavioral activation [BA], assertiveness training [AT], and problem-solving [PS]) on a smartphone app. All participants received psychoeducation (PE). The primary outcome was change in the patient health questionnaire-9 (PHQ-9) total score between baseline and week 8. Secondary outcomes included anxiety. RESULTS: In total, 359 participants were randomized. Primary outcome data at week 8 were obtained for 355 participants (99%). The week 8 PHQ-9 total score was significantly reduced from baseline for all participants by -1.41 points (95% confidence interval [CI] -1.89, -0.92), but between-group differences in change scores were not significant (BA: -0.04, 95% CI -0.75, 0.67; AT: -0.16, 95% CI -0.87, 0.55; PS: -0.19, 95% CI -0.90, 0.52). CONCLUSION: As the presence of any of the three intervention components did not contribute to a significant additive reduction of depressive symptoms, we cannot make evidence-based recommendations regarding the use of specific smartphone psychotherapy."
10.1097/GRF.0000000000000388,Psychotherapeutic Treatments for Depression During Pregnancy,"Genovez M, Vanderkruik R, Lemon E, Dimidjian S.",Clin Obstet Gynecol,2018,2018.7.3,,,"Depression during pregnancy is a significant public health problem that is associated with adverse consequences for women and children. Despite the availability of treatment options, depression during pregnancy is often undertreated. Most pregnant women prefer nonpharmacological interventions over antidepressant medications. We review the evidence base for psychotherapeutic treatment approaches to depression during pregnancy. Treatments reviewed include interpersonal therapy, cognitive-behavioral therapy, behavioral activation, and mindfulness-based cognitive therapy. We review both traditional face-to-face delivery and digital interventions. We conclude with recommendations for treatment preferences, collaborative decision-making, and strategies to improve uptake of such services among prenatal women."
10.1038/s41746-022-00677-8,A systematic review of digital and face-to-face cognitive behavioral therapy for depression,"Kambeitz-Ilankovic L, Rzayeva U, Völkel L, Wenzel J, Weiske J, Jessen F, Reininghaus U, Uhlhaas PJ, Alvarez-Jimenez M, Kambeitz J.",NPJ Digit Med,2022,2022.9.15,,,"Cognitive behavioral therapy (CBT) represents one of the major treatment options for depressive disorders besides pharmacological interventions. While newly developed digital CBT approaches hold important advantages due to higher accessibility, their relative effectiveness compared to traditional CBT remains unclear. We conducted a systematic literature search to identify all studies that conducted a CBT-based intervention (face-to-face or digital) in patients with major depression. Random-effects meta-analytic models of the standardized mean change using raw score standardization (SMCR) were computed. In 106 studies including n = 11854 patients face-to-face CBT shows superior clinical effectiveness compared to digital CBT when investigating depressive symptoms (p < 0.001, face-to-face CBT: SMCR = 1.97, 95%-CI: 1.74-2.13, digital CBT: SMCR = 1.20, 95%-CI: 1.08-1.32) and adherence (p = 0.014, face-to-face CBT: 82.4%, digital CBT: 72.9%). However, after accounting for differences between face-to-face and digital CBT studies, both approaches indicate similar effectiveness. Important variables with significant moderation effects include duration of the intervention, baseline severity, adherence and the level of human guidance in digital CBT interventions. After accounting for potential confounders our analysis indicates comparable effectiveness of face-to-face and digital CBT approaches. These findings underline the importance of moderators of clinical effects and provide a basis for the future personalization of CBT treatment in depression."
